src_ip,dst_ip,src_port,dst_port,protocol,flag,pkt_length,ttl,pkt_count,byte_rate,syn_count,rst_count,duration,failed_logins,entropy,label,prediction,label_name,confidence,p_normal,p_suspicious,p_malicious
234.50.84.52,209.97.187.214,30102,443,HTTPS,FIN,324.0172408920653,255,46,2459.7365340292604,1,0,6.24185790068886,0,3.8847341879058357,0,0,Normal,0.9836961362291515,0.9836961362291515,1.7663326616457198e-05,0.01628621272759466
241.16.10.230,123.201.10.228,481,445,TCP,RST,1500.0,52,3570,35356.89552234205,974,350,2.017697903368444,46,6.623869006457791,2,2,Malicious,0.9827465560001254,0.01717505670802138,7.839414049826132e-05,0.9827465560001254
166.79.195.0,60.154.73.3,42466,53,HTTPS,SYN-ACK,403.0121063913921,255,37,7224.418330721504,0,0,19.55941099880946,0,4.065044196078301,0,0,Normal,0.9784839152505272,0.9784839152505272,2.096677076224296e-05,0.021495130298793973
8.118.236.129,158.78.103.245,50042,80,ICMP,SYN-ACK,324.51795180326843,128,7,1781.7768822324574,0,0,30.66687359702066,0,4.307378699922827,0,0,Normal,0.9723307464718541,0.9723307464718541,1.9774492145074873e-05,0.027649492951636382
183.254.249.15,124.143.96.236,208,22,TCP,SYN,1240.0,21,4236,22288.17395248113,154,70,0.3089575181194989,44,6.588087680526358,2,2,Malicious,0.9632555647365969,0.036662138901390806,8.230237126838347e-05,0.9632555647365969
7.186.174.233,193.105.90.234,17964,80,UDP,FIN,671.6533285017758,64,10,6734.680717733981,2,0,4.12444679288737,0,4.91282698170109,0,0,Normal,0.9861583290566012,0.9861583290566012,3.118952190561686e-05,0.013810482092427455
144.128.21.26,138.247.7.45,54559,8080,HTTP,SYN-ACK,559.8226275530683,64,37,4877.608050665414,0,0,6.593107410967148,0,3.5536425044076654,0,0,Normal,0.9522188173064798,0.9522188173064798,1.6699652746865468e-05,0.04776446846994066
47.143.39.220,167.93.23.203,31182,443,HTTP,SYN-ACK,959.7219402723681,64,46,5382.143768523772,0,0,2.7526593770144974,0,3.7695167613303706,0,0,Normal,0.9703331596835428,0.9703331596835428,1.687099643277179e-05,0.029649948281774925
101.67.219.207,61.120.110.211,483,445,TCP,RST,40.0,32,3806,34672.04676901867,987,361,7.405223419147754,45,7.63617559872058,2,2,Malicious,0.9853885330007575,0.01453306506934917,7.840265859826445e-05,0.9853885330007575
68.89.250.88,161.53.74.75,17997,80,HTTPS,ACK,627.8731950418878,255,19,1939.4528468833946,0,0,4.062516260341736,0,4.196188433670393,0,0,Normal,0.9789252939510276,0.9789252939510276,1.6034735516257115e-05,0.02105865445668679
56.254.232.161,201.201.227.45,612,23,UDP,URG,881.0,41,4542,17313.12322416734,138,472,3.116665227434583,35,7.2663109736127085,2,2,Malicious,0.9782185596915849,0.021703016265884778,7.84278820233908e-05,0.9782185596915849
110.1.156.162,27.118.178.86,35811,443,HTTP,SYN-ACK,794.9397598884915,128,46,3436.6999359378756,0,0,0.850746217598955,0,3.4653075140826424,0,0,Normal,0.9727443877076579,0.9727443877076579,1.6146714798992434e-05,0.027239475153013094
54.168.131.109,196.25.224.240,32087,53,TCP,FIN,470.4398850646341,64,43,4840.557103635395,2,0,1.205363806150112,0,4.002445454904421,0,0,Normal,0.9949079059713107,0.9949079059713107,2.0822209535253933e-05,0.005071277206273105
36.70.144.204,32.131.1.179,17261,53,HTTPS,SYN-ACK,670.3357341884459,64,14,6326.162246775302,1,0,4.992620861760565,0,3.6619230123967306,0,0,Normal,0.9871198246044975,0.9871198246044975,1.6177137837303235e-05,0.012863995736756197
52.203.168.192,200.176.122.87,5932,22,HTTP,ACK,635.3160518399241,128,42,6132.243518107567,1,0,3.8281398201759447,0,3.6910988124804676,0,0,Normal,0.9806813974972157,0.9806813974972157,1.6637020394227875e-05,0.019301959252646973
183.181.44.201,108.126.14.111,35821,3389,UDP,PSH,509.10438550550793,167,455,17758.717691894155,11,4,19.60591313903472,3,4.845293515443086,1,1,Suspicious,0.8498932898044587,0.08114811952263207,0.8498932898044587,0.06895860009164781
167.30.115.33,154.31.67.88,48643,22,UDP,PSH,1355.646568336159,181,161,13899.063548806902,26,5,54.666837553029296,3,6.292886856733192,1,1,Suspicious,0.8498988926410675,0.0688905499259414,0.8498988926410675,0.08121057030706338
203.221.69.128,54.253.225.211,53109,443,TCP,SYN-ACK,834.8784112459111,64,16,6352.061217429821,1,0,1.274430578240116,0,4.403195462644245,0,0,Normal,0.9807169217247317,0.9807169217247317,1.8928106555904378e-05,0.019264145472263697
192.38.234.23,123.156.59.29,25266,8080,UDP,ACK,544.1910502329686,255,38,5389.169739987276,0,0,17.836615373551545,0,3.6437094810419817,0,0,Normal,0.9469802797720968,0.9469802797720968,1.9830295130418563e-05,0.05299987670488012
59.144.234.178,160.8.157.239,36303,53,TCP,SYN-ACK,360.8944385799592,255,8,7167.609780452345,2,0,7.726764117963346,0,3.096936569457445,0,0,Normal,0.9754535770285544,0.9754535770285544,1.64414208825292e-05,0.0245299840126903
134.222.66.181,47.143.144.71,63951,22,HTTPS,ACK,782.042050565638,255,27,5007.343063050528,2,0,12.617876355926171,0,3.8015094872712707,0,0,Normal,0.9700001529165718,0.9700001529165718,1.9610432133276845e-05,0.029980228889536387
178.54.160.171,192.62.85.126,384,22,UDP,SYN,644.0,35,1873,54270.494261966116,315,245,15.564591183053393,41,7.289105656558113,2,2,Malicious,0.9582770097622205,0.04162647445138073,9.651524318599058e-05,0.9582770097622205
2.64.113.105,103.202.42.252,159,445,UDP,URG,40.0,7,3858,61074.643587764884,162,425,2.4996570001849,13,7.147680672480136,2,2,Malicious,0.9814229348959151,0.01849861449710429,7.847144438954956e-05,0.9814229348959151
21.192.190.217,18.62.45.248,61650,22,HTTPS,SYN-ACK,324.7837848897519,255,6,914.9697166314581,2,0,0.3252487639981091,0,3.571166939099159,0,0,Normal,0.9519369057104305,0.9519369057104305,1.599462157741982e-05,0.04804710391943647
194.147.237.14,85.252.237.203,236,3389,ICMP,RST,40.0,39,3499,47797.88811449578,520,435,0.8763748837070648,42,6.782922386078353,2,2,Malicious,0.9898188611596479,0.010102724154816872,7.842329377893975e-05,0.9898188611596479
46.150.33.79,57.144.80.164,63912,53,HTTP,ACK,459.7003616137344,64,9,2927.186155544504,0,0,5.851831956785007,0,4.105804773443021,0,0,Normal,0.976034306184256,0.976034306184256,1.605236263912957e-05,0.023949631849818503
93.182.184.82,33.141.182.39,37716,445,DNS,PSH,1601.4808218492917,87,332,20787.359393005125,5,8,15.485037208228752,1,6.145716698090176,1,1,Suspicious,0.8498925745487214,0.05775335948391813,0.8498925745487214,0.09235410322789547
42.99.169.109,136.188.208.140,54259,22,HTTPS,SYN-ACK,542.585116465125,255,31,8930.114317644304,2,0,1.2449790605021025,0,4.672502719535478,0,0,Normal,0.9705298018061279,0.9705298018061279,2.3635431716684252e-05,0.02944656386555439
155.148.227.216,213.174.247.8,1924,80,TCP,SYN-ACK,769.6489938016388,128,3,6406.408156371976,1,0,13.59168483556645,0,4.145342559287557,0,0,Normal,0.984396716406674,0.984396716406674,2.1430161723401397e-05,0.015581854628565824
111.201.161.131,110.198.155.5,40613,23,ICMP,PSH,922.9182345461887,115,427,14777.233972507942,21,6,17.347482984289073,3,4.976445928990844,1,1,Suspicious,0.8498960465192795,0.1044407976764413,0.8498960465192795,0.045663163901578756
115.207.41.149,132.141.235.182,40971,22,TCP,SYN-ACK,638.8237633463034,128,29,6681.0398711996595,0,0,8.635799052461588,0,3.006715135705897,0,0,Normal,0.9817918379979824,0.9817918379979824,1.671759491728153e-05,0.018191462150273365
40.252.53.141,96.146.146.159,38621,8080,HTTPS,SYN-ACK,459.6684396488003,128,40,5831.689376064973,1,0,10.26766970301583,0,3.412500929671479,0,0,Normal,0.9626826015561484,0.9626826015561484,1.776692471366914e-05,0.03729965378494391
140.65.143.172,161.87.122.126,32669,53,ICMP,SYN-ACK,685.0554676369829,255,6,6367.625947162038,0,0,14.299397171427128,0,4.028458745243943,0,0,Normal,0.980681246533155,0.980681246533155,2.022856756411784e-05,0.019298546457784158
108.206.208.103,101.109.15.119,41013,22,TCP,ACK,563.1045330592036,64,47,3810.87250165375,0,0,39.992528433600114,0,3.871155181314237,0,0,Normal,0.976524405777645,0.976524405777645,1.9770444680489163e-05,0.02345581487941721
166.70.222.86,200.193.91.20,45,22,TCP,URG,1121.0,1,1818,59424.052017937545,360,438,11.18943928593757,11,7.232706114120715,2,2,Malicious,0.9676816812931087,0.032230215566489286,8.810144252180407e-05,0.9676816812931087
164.35.19.92,43.52.73.14,63561,53,HTTP,SYN-ACK,361.4734208469305,128,4,3944.773215421209,1,0,11.892207097223901,0,3.790660181696954,0,0,Normal,0.9741152215964944,0.9741152215964944,1.85884781274126e-05,0.025866154237130085
164.130.57.147,1.82.66.118,9892,53,TCP,ACK,176.80600436537497,128,27,6865.786722433052,2,0,4.090527191335735,0,3.87836728080143,0,0,Normal,0.9852698681276004,0.9852698681276004,1.718639475711825e-05,0.014712950119316854
57.52.205.104,61.235.95.172,37400,80,HTTPS,ACK,494.7130923493713,255,22,5490.336502259416,2,0,6.824599917656374,0,3.689663710359185,0,0,Normal,0.9846316838499598,0.9846316838499598,1.635604084526676e-05,0.015351976350536353
75.197.146.218,191.162.205.105,22693,80,HTTP,ACK,475.335942142196,255,46,5660.4887819303185,2,0,4.238501208637008,0,4.859229673342349,0,0,Normal,0.977342428761979,0.977342428761979,1.6389079036116527e-05,0.02264119766693252
104.233.205.25,239.122.44.218,10313,22,HTTP,SYN-ACK,698.5748707730679,64,21,7347.908958542156,1,0,0.9292475784355086,0,3.3203647974940815,0,0,Normal,0.9768475293066765,0.9768475293066765,1.642965202108826e-05,0.023136053068187546
229.223.177.2,144.57.187.20,768,23,TCP,SYN,1500.0,47,2017,67302.40579592201,240,459,3.1323397803529414,47,7.758593639681522,2,2,Malicious,0.9850943764293768,0.014827221103765624,7.842205264552149e-05,0.9850943764293768
101.225.237.209,161.35.220.87,59485,80,UDP,FIN,886.8231483806178,255,39,6327.192395826158,1,0,2.054787762433032,0,3.6522465913947832,0,0,Normal,0.9724075136082441,0.9724075136082441,2.0867415059910854e-05,0.027571631995839913
212.0.1.170,183.11.125.169,59207,445,SSH,PSH,1338.0798675647054,109,69,13835.128148354619,5,2,21.237913961024102,2,6.558227116667228,1,1,Suspicious,0.8498922318220139,0.0923209091869535,0.8498922318220139,0.05778690775004263
188.32.218.114,230.234.215.58,31043,8080,HTTPS,SYN-ACK,315.05762807609005,64,12,4982.926616301392,1,0,5.915656786483873,0,4.1992201350943175,0,0,Normal,0.9627149802988982,0.9627149802988982,1.6673271431955072e-05,0.03726834325236144
36.174.18.145,151.21.4.115,54574,22,HTTP,SYN-ACK,449.6623027536126,128,24,6354.982995393128,0,0,9.786309665088094,0,4.189686792272813,0,0,Normal,0.983658188114686,0.983658188114686,1.7267620364691538e-05,0.016324545018874974
11.203.186.224,85.237.42.224,26453,53,TCP,FIN,553.5103910409865,255,9,7140.018149873651,1,0,10.87174901190689,0,3.95108770343067,0,0,Normal,0.9907462351186269,0.9907462351186269,2.176754605898168e-05,0.009232007758305292
127.5.230.201,110.106.201.179,37161,22,HTTPS,ACK,159.44373896094487,128,13,7324.840176283289,1,0,20.665386466785446,0,3.726286870434077,0,0,Normal,0.9812849982893507,0.9812849982893507,2.0705897554762487e-05,0.0186943277998641
147.157.201.27,182.111.182.121,9322,53,ICMP,SYN-ACK,298.61725578812815,64,45,6436.086852910118,2,0,4.676339396367453,0,3.5439883364136984,0,0,Normal,0.9800187188348417,0.9800187188348417,1.6424883597210282e-05,0.019964853336060222
215.183.154.108,138.213.232.220,21865,23,UDP,RST,573.2391261172102,35,155,22443.673618885627,12,8,28.830208731752254,3,5.372929738612983,1,1,Suspicious,0.8483887002468109,0.09595336881878479,0.8483887002468109,0.05565795508979913
250.86.197.232,9.36.177.236,11708,443,UDP,SYN-ACK,432.72435128332637,64,34,5096.6439029009725,2,0,8.414066054883701,0,3.8637165602611816,0,0,Normal,0.9808246797412028,0.9808246797412028,1.663197645029868e-05,0.019158675344682494
92.250.119.191,82.138.182.139,6620,53,TCP,ACK,566.2636173550504,64,20,4873.745959733101,1,0,5.878617966818477,0,3.566908765612466,0,0,Normal,0.9872198750337146,0.9872198750337146,1.6185314052563626e-05,0.01276391571428692
15.39.4.145,205.144.86.135,48513,8080,ICMP,PSH,888.9525860281483,153,246,13556.656358072256,19,1,16.17491567261532,1,6.139389375054183,1,1,Suspicious,0.8498960018157959,0.0765693529840586,0.8498960018157959,0.07353464916401899
130.85.16.110,14.173.59.245,24824,53,HTTP,SYN-ACK,488.44926073627533,128,34,7677.228733610271,0,0,5.90850079772205,0,4.792351767604033,0,0,Normal,0.9843803711226173,0.9843803711226173,1.9990952296211617e-05,0.015599641690121641
106.109.76.14,106.122.208.94,29794,80,TCP,FIN,239.9711583601706,64,21,6573.201826004914,1,0,0.206747346123119,0,3.8628778206823258,0,0,Normal,0.9898350099477872,0.9898350099477872,3.0033758775971364e-05,0.010134944751221533
222.29.196.194,243.134.224.233,52648,53,UDP,FIN,458.368274424359,64,19,6385.207162065254,2,0,2.744732898508013,0,3.7268397268849762,0,0,Normal,0.9852363586061358,0.9852363586061358,2.623895306896884e-05,0.014737383762684464
38.143.103.25,225.55.110.56,786,80,TCP,SYN,634.0,6,2322,26861.92372582193,720,320,0.32307573174001414,6,6.621472121713207,2,2,Malicious,0.9514120095824953,0.0485095605949366,7.844843483439945e-05,0.9514120095824953
225.181.33.116,129.178.175.169,34128,53,UDP,SYN-ACK,282.73876158195606,128,7,1819.9161821128087,0,0,0.6473123462168724,0,2.8591029678587194,0,0,Normal,0.968014844970976,0.968014844970976,1.6078085934623232e-05,0.031969075921624554
215.201.168.213,201.33.109.52,45338,445,TCP,PSH,1366.0424029276028,39,332,11097.828618987927,11,8,24.82926517060209,1,3.768118767982423,1,1,Suspicious,0.8498788058757782,0.08037913803194226,0.8498788058757782,0.06974208133230365
101.59.83.244,26.112.241.59,40,23,TCP,SYN,40.0,42,3507,25923.873797157376,511,271,2.092248803410551,46,7.081210856032515,2,2,Malicious,0.9623262344660628,0.037595346537411395,7.842861425189085e-05,0.9623262344660628
198.223.1.162,68.97.46.156,63721,8080,TCP,ACK,405.6836581266171,128,6,11.424203383654458,1,0,0.9285864642279885,0,4.334494098920328,0,0,Normal,0.9467173682074287,0.9467173682074287,1.6093094615143855e-05,0.05326655394317351
39.9.188.32,35.101.232.122,54103,23,FTP,RST,1144.7234658172947,111,399,24464.061541764546,11,5,6.984687423482853,2,6.507220018781609,1,1,Suspicious,0.8498737394809723,0.06745627539095751,0.8498737394809723,0.08266996719625398
100.216.100.216,172.3.76.60,17721,80,ICMP,SYN-ACK,343.254332755345,64,48,4950.154033561197,2,0,20.713511595670724,0,3.866772551022905,0,0,Normal,0.983920502135264,0.983920502135264,1.9855920470490673e-05,0.016059618844987234
152.38.22.29,20.226.19.204,55900,22,HTTPS,FIN,517.085913516793,255,33,1021.3130740815441,0,0,7.311173083868124,0,4.573296397587648,0,0,Normal,0.9733571266105793,0.9733571266105793,1.651062547125548e-05,0.02662639156095057
113.83.125.197,169.47.166.252,62213,8080,TCP,FIN,819.8683692976847,64,1,7418.617340086777,2,0,5.469753231542214,0,4.118853545400905,0,0,Normal,0.955537593398945,0.955537593398945,2.9174619157856796e-05,0.04443321717823385
177.99.57.95,12.106.35.33,8881,3389,UDP,RST,1227.2829607936326,65,232,15344.678086838063,19,8,261.64389008190216,3,6.219126160715228,1,1,Suspicious,0.8498752146959305,0.039558935190526105,0.8498752146959305,0.11056586015657809
198.249.240.148,103.145.140.142,951,23,TCP,SYN,1500.0,50,3486,44680.49285049644,391,436,2.5720158695572053,24,7.397176050377699,2,2,Malicious,0.9666135201719114,0.033308062698428544,7.841478272396785e-05,0.9666135201719114
166.113.126.236,163.82.39.158,27687,53,TCP,ACK,355.4898315187701,255,43,5580.939009264752,0,0,0.001,0,3.763773776404484,0,0,Normal,0.9800753552502236,0.9800753552502236,1.6587844299920107e-05,0.01990804903597126
46.190.195.78,167.21.74.123,42463,8080,TCP,SYN-ACK,480.1477161229667,64,20,4987.858711208984,1,0,29.540099176794826,0,2.9790237499105494,0,0,Normal,0.946087091903461,0.946087091903461,2.0098591960504564e-05,0.05389278899218747
168.112.81.75,246.174.99.15,37169,80,ICMP,ACK,52.64894300974407,64,8,10555.914820407976,1,0,1.4044816776094848,0,4.410636423076341,0,0,Normal,0.9738947136251869,0.9738947136251869,2.703226618905319e-05,0.026078244644604103
244.182.7.43,151.23.196.125,53423,22,HTTP,SYN-ACK,893.1370793158924,64,16,8138.085006197989,0,0,33.04737441452265,0,4.582943481634119,0,0,Normal,0.9613270890490841,0.9613270890490841,6.860794565000106e-05,0.038604278249002
234.25.212.24,169.194.170.52,27087,8080,HTTPS,SYN-ACK,373.2634694714109,64,6,4302.29433403808,0,0,13.4753195465604,0,4.42700875692779,0,0,Normal,0.9607496273595152,0.9607496273595152,2.0028237088354217e-05,0.039230331007460394
108.210.196.180,46.107.1.247,57256,22,HTTP,SYN-ACK,74.06492153125981,64,47,2475.836866293233,1,0,6.7353344782493965,0,4.070085065062749,0,0,Normal,0.9657935215731447,0.9657935215731447,1.6925824979807658e-05,0.03418953580494082
119.33.168.75,209.165.206.53,45250,22,TCP,SYN,815.9486397458236,243,476,17911.293177909993,22,6,37.85036711696281,1,5.081333382170849,1,1,Suspicious,0.8498947650194169,0.08127875892324272,0.8498947650194169,0.06882648204022114
155.112.172.247,7.174.135.192,53788,53,HTTP,ACK,325.99510660982673,64,12,2852.6397249485503,0,0,16.925087015959036,0,3.4949930210161737,0,0,Normal,0.9733858668233579,0.9733858668233579,1.9837409809042583e-05,0.026594288015391588
246.147.58.197,180.27.229.2,310,3389,UDP,SYN,1275.0,18,3852,30476.806311772147,763,228,0.4996099825632929,40,6.835425629974609,2,2,Malicious,0.9798439162522873,0.02007769458730267,7.840466748376684e-05,0.9798439162522873
116.243.138.117,143.57.16.137,77,3389,TCP,URG,126.0,9,4292,72336.89464961091,918,317,1.7909992422496597,26,6.113285245561651,2,2,Malicious,0.9980589819018593,0.0018626119219374792,7.84147404822022e-05,0.9980589819018593
151.234.0.57,140.202.69.166,1531,53,HTTP,ACK,289.86182911264336,64,35,1444.7466685360987,2,0,28.87026402251192,0,4.268996974005218,0,0,Normal,0.9612827392338696,0.9612827392338696,1.9562218113833296e-05,0.038697682036577905
134.216.82.190,220.92.253.151,7442,80,HTTP,SYN-ACK,422.91311993883454,64,16,5189.354310273215,2,0,1.8791112782680433,0,4.365514263089209,0,0,Normal,0.9807004186912252,0.9807004186912252,1.617124107156087e-05,0.019283404709142384
129.160.70.147,10.65.32.92,19665,23,FTP,SYN,1121.157750637225,201,433,19575.871219045443,10,2,26.318705092383006,4,5.973506320645191,1,1,Suspicious,0.8498972088098526,0.07010445387097321,0.8498972088098526,0.07999833292589094
42.52.57.250,116.237.43.122,42143,53,TCP,FIN,399.5719780261998,64,31,5377.420918507882,1,0,13.699340062469181,0,4.47420858480967,0,0,Normal,0.9978685483842136,0.9978685483842136,2.622621514092316e-05,0.002105203992686466
91.89.10.28,81.23.194.106,42445,8080,TCP,SYN-ACK,422.43596125178897,255,23,4489.7612152287475,0,0,8.7398934962141,0,3.5055971760873326,0,0,Normal,0.9542121584726642,0.9542121584726642,1.6394230641481045e-05,0.045771447272405195
4.12.208.82,5.11.218.240,8437,80,UDP,ACK,445.9770747793143,64,11,4544.99574018062,1,0,0.1024988156371784,0,4.2852423447915795,0,0,Normal,0.9814939353943017,0.9814939353943017,1.608979812317557e-05,0.01848995392365548
6.239.96.242,76.138.1.45,39308,53,HTTP,SYN-ACK,398.7084622015616,128,20,6288.180312233348,2,0,5.430812409157959,0,4.5188954198270785,0,0,Normal,0.9887407826714782,0.9887407826714782,1.7266077634303656e-05,0.011241966585150018
221.1.251.135,81.83.68.23,2361,22,ICMP,PSH,1348.5742218051469,239,287,12850.47336690222,18,7,80.76974595391872,3,6.217385978193208,1,1,Suspicious,0.8498487204313279,0.06361000003993673,0.8498487204313279,0.08654126239241357
3.240.190.208,97.85.56.138,63026,8080,TCP,SYN-ACK,435.6718186260208,255,20,2800.9862203763914,1,0,4.4401897849389655,0,2.902237904907415,0,0,Normal,0.9347320107062203,0.9347320107062203,1.619728490709349e-05,0.06525180061739358
168.173.129.134,154.115.193.213,59311,443,ICMP,FIN,789.0440906968986,128,8,5303.332997093611,0,0,7.063384104668935,0,4.1404863522255075,0,0,Normal,0.9860522610463451,0.9860522610463451,1.824923651838617e-05,0.013929510971527535
4.134.218.43,136.198.44.32,56612,23,FTP,RST,40.0,105,96,7265.590254322574,5,7,68.10571531992301,2,5.2536231740683395,1,1,Suspicious,0.849876943230629,0.06607253240038422,0.849876943230629,0.08405051287019982
44.115.37.98,250.13.231.118,29690,53,TCP,FIN,703.9773552225695,128,37,3698.3730209732075,1,0,12.671105818514658,0,4.340856105818365,0,0,Normal,0.9983536942054689,0.9983536942054689,2.1280287683111965e-05,0.0016249836632249838
239.12.49.178,27.7.212.32,31369,53,HTTP,SYN-ACK,412.5581162174299,255,7,4622.551813176955,2,0,2.430059719113026,0,4.172562491995269,0,0,Normal,0.9774105728274158,0.9774105728274158,1.6199108785031058e-05,0.022573256162052503
173.224.211.6,90.53.121.168,32926,8080,TCP,ACK,208.58031899512065,64,18,4437.6256559517105,0,0,14.247410880449374,0,3.712112099552721,0,0,Normal,0.9605368268894081,0.9605368268894081,2.014303174746601e-05,0.03944300837177525
67.103.183.85,86.251.26.47,10022,53,UDP,SYN-ACK,326.2502292374076,255,48,4389.816294974293,0,0,3.9222626786499406,0,4.320994029086876,0,0,Normal,0.9757418900632112,0.9757418900632112,1.6903905020626553e-05,0.024241218160175583
244.188.47.86,232.183.45.205,11723,8080,HTTP,ACK,725.6210526269382,64,39,1758.6583610398789,0,0,11.786950109808469,0,3.9475253424378307,0,0,Normal,0.9480788701114318,0.9480788701114318,1.797511145440467e-05,0.0519031190512567
64.63.19.243,33.145.242.236,24706,80,HTTP,SYN-ACK,699.015365577643,64,14,5667.424559589157,1,0,22.093386998671217,0,5.016350030353164,0,0,Normal,0.9766889711499934,0.9766889711499934,2.205538430644083e-05,0.023288941899708395
98.226.85.26,21.192.40.37,37681,22,HTTP,ACK,417.5356785328278,255,8,2780.285298048225,2,0,9.333807636286576,0,4.486629226809981,0,0,Normal,0.9732834870673779,0.9732834870673779,1.607523155655599e-05,0.026700450786957767
88.130.53.121,156.20.245.0,24555,23,SSH,RST,773.899714908796,50,137,12444.693025801425,18,6,36.254196155397345,2,4.099729645633383,1,1,Suspicious,0.8497628897428513,0.1041337118270362,0.8497628897428513,0.04610340640747246
136.42.235.86,152.224.171.28,13172,443,UDP,SYN-ACK,511.13950803419675,255,12,7522.764671792191,0,0,11.945558192874868,0,2.912952053716112,0,0,Normal,0.9647696789275376,0.9647696789275376,1.9330371969772386e-05,0.03521097225043768
190.98.105.5,215.182.51.24,61250,8080,DNS,PSH,332.5524451217035,147,461,13337.433123758792,18,6,35.58986239812509,3,5.4611311718030455,1,1,Suspicious,0.8498949587345124,0.04046105921519636,0.8498949587345124,0.10964399747131824
108.93.178.60,3.119.31.251,52563,22,UDP,SYN-ACK,510.54275219782045,128,26,3577.9517765607957,2,0,2.6050805376481074,0,3.8479542682079555,0,0,Normal,0.9825218645858003,0.9825218645858003,1.627913215429544e-05,0.017461843248514568
127.147.123.183,108.32.47.150,43548,22,TCP,FIN,580.9882526334039,255,46,6662.84136264434,2,0,1.8023175123223456,0,4.164157599325115,0,0,Normal,0.9874992628481198,0.9874992628481198,2.1092551833135076e-05,0.012479627560845677
169.172.41.81,169.236.51.92,219,22,TCP,URG,1500.0,11,3427,43606.40042368177,807,242,1.9807518295017386,12,7.938608655763226,2,2,Malicious,0.9693646390027569,0.030556957183196492,7.840706951967036e-05,0.9693646390027569
30.52.195.175,233.215.53.134,15068,443,TCP,ACK,271.4832193217883,128,1,4821.924783328756,2,0,2.875001671558352,0,4.466182832720408,0,0,Normal,0.9873542240240254,0.9873542240240254,1.634701635566671e-05,0.012629409784412536
181.209.206.197,190.140.169.181,15573,22,HTTP,FIN,637.4289038398932,255,20,4050.9458668831803,1,0,19.96080994071543,0,4.023859834185527,0,0,Normal,0.9797544032956161,0.9797544032956161,2.100445669839246e-05,0.020224598179478172
